,created_at,total_accounts,last_hour,last_day,last_week,hourly_increment,daily_increment
0,2022-01-01 16:00:00+00:00,4839738,53,1179,10247,,
1,2022-01-01 17:00:00+00:00,4839813,75,1192,10261,75,
2,2022-01-01 18:00:00+00:00,4839885,72,1205,10279,72,
3,2022-01-01 19:00:00+00:00,4839961,76,1244,10325,76,
4,2022-01-01 20:00:00+00:00,4840025,64,1284,10334,64,
5,2022-01-01 21:00:00+00:00,4840083,58,1305,10341,58,
6,2022-01-01 22:00:00+00:00,4840138,55,1310,10357,55,
7,2022-01-01 23:00:00+00:00,4840183,45,1318,10374,45,
8,2022-01-02 00:00:00+00:00,4840237,54,1338,10377,54,
9,2022-01-02 01:00:00+00:00,4840286,49,1352,10376,49,
10,2022-01-02 02:00:00+00:00,4840368,82,1393,10417,82,
11,2022-01-02 03:00:00+00:00,4840425,57,1411,10408,57,
12,2022-01-02 04:00:00+00:00,4840489,64,1414,10414,64,
13,2022-01-02 05:00:00+00:00,4840567,78,1437,10436,78,
14,2022-01-02 06:00:00+00:00,4840601,34,1429,10401,34,
15,2022-01-02 07:00:00+00:00,4840647,46,1423,10402,46,
16,2022-01-02 08:00:00+00:00,4840691,44,1382,10395,44,
17,2022-01-02 09:00:00+00:00,4840744,53,1381,10379,53,
18,2022-01-02 10:00:00+00:00,4840813,69,1387,10401,69,
19,2022-01-02 11:00:00+00:00,4840894,81,1416,10424,81,
20,2022-01-02 12:00:00+00:00,4840946,52,1404,10420,52,
21,2022-01-02 13:00:00+00:00,4840992,46,1389,10402,46,
22,2022-01-02 14:00:00+00:00,4841046,54,1388,10383,54,
23,2022-01-02 15:00:00+00:00,4841107,61,1422,10402,61,
24,2022-01-02 16:00:00+00:00,4841184,77,1446,10421,77,1446
25,2022-01-02 17:00:00+00:00,4841266,82,1453,10449,82,1453
26,2022-01-02 18:00:00+00:00,4841352,86,1467,10489,86,1467
27,2022-01-02 19:00:00+00:00,4841413,61,1452,10487,61,1452
28,2022-01-02 20:00:00+00:00,4841490,77,1465,10514,77,1465
29,2022-01-02 21:00:00+00:00,4841563,73,1480,10540,73,1480
30,2022-01-02 22:00:00+00:00,4841617,54,1479,10543,54,1479
31,2022-01-02 23:00:00+00:00,4841679,62,1496,10582,62,1496
32,2022-01-03 00:00:00+00:00,4841731,52,1494,10581,52,1494
33,2022-01-03 01:00:00+00:00,4841778,47,1492,10568,47,1492
34,2022-01-03 02:00:00+00:00,4841846,68,1478,10541,68,1478
35,2022-01-03 03:00:00+00:00,4841909,63,1484,10532,63,1484
36,2022-01-03 04:00:00+00:00,4841940,31,1451,10518,31,1451
37,2022-01-03 05:00:00+00:00,4842025,85,1458,10536,85,1458
38,2022-01-03 06:00:00+00:00,4842117,92,1516,10572,92,1516
39,2022-01-03 07:00:00+00:00,4842192,75,1545,10566,75,1545
40,2022-01-03 08:00:00+00:00,4842283,91,1592,10572,91,1592
41,2022-01-03 09:00:00+00:00,4842378,95,1634,10585,95,1634
42,2022-01-03 10:00:00+00:00,4842476,98,1663,10587,98,1663
43,2022-01-03 11:00:00+00:00,4842574,98,1680,10583,98,1680
44,2022-01-03 12:00:00+00:00,4842641,67,1695,10580,67,1695
45,2022-01-03 13:00:00+00:00,4842697,56,1705,10647,56,1705
46,2022-01-03 14:00:00+00:00,4842762,65,1716,10645,65,1716
47,2022-01-03 15:00:00+00:00,4842861,99,1754,10690,99,1754
48,2022-01-03 16:00:00+00:00,4842932,71,1748,10694,71,1748
49,2022-01-03 17:00:00+00:00,4843008,76,1742,10691,76,1742
50,2022-01-03 18:00:00+00:00,4843090,82,1738,10694,82,1738
51,2022-01-03 19:00:00+00:00,4843154,64,1741,10689,64,1741
52,2022-01-03 20:00:00+00:00,4843241,87,1751,10702,87,1751
53,2022-01-03 21:00:00+00:00,4843266,25,1703,10777,25,1703
54,2022-01-03 22:00:00+00:00,4843359,93,1742,10868,93,1742
55,2022-01-03 23:00:00+00:00,4843424,65,1745,10867,65,1745
56,2022-01-04 00:00:00+00:00,4843482,58,1751,10870,58,1751
57,2022-01-04 01:00:00+00:00,4843549,67,1771,10870,67,1771
58,2022-01-04 02:00:00+00:00,4843611,62,1765,10888,62,1765
59,2022-01-04 03:00:00+00:00,4843657,46,1748,10877,46,1748
60,2022-01-04 04:00:00+00:00,4843728,71,1788,10866,71,1788
61,2022-01-04 05:00:00+00:00,4843781,53,1756,10840,53,1756
62,2022-01-04 06:00:00+00:00,4843840,59,1723,10812,59,1723
63,2022-01-04 07:00:00+00:00,4843935,95,1743,10803,95,1743
64,2022-01-04 08:00:00+00:00,4844035,100,1752,10794,100,1752
65,2022-01-04 09:00:00+00:00,4844127,92,1749,10803,92,1749
66,2022-01-04 10:00:00+00:00,4844208,81,1732,10782,81,1732
67,2022-01-04 11:00:00+00:00,4844300,92,1726,10779,92,1726
68,2022-01-04 12:00:00+00:00,4844378,78,1737,10737,78,1737
69,2022-01-04 13:00:00+00:00,4844446,68,1749,10721,68,1749
70,2022-01-04 14:00:00+00:00,4844523,77,1761,10694,77,1761
71,2022-01-04 15:00:00+00:00,4844600,77,1739,10679,77,1739
72,2022-01-04 16:00:00+00:00,4844696,96,1764,10674,96,1764
73,2022-01-04 17:00:00+00:00,4844778,82,1770,10666,82,1770
74,2022-01-04 18:00:00+00:00,4844865,87,1775,10690,87,1775
75,2022-01-04 19:00:00+00:00,4844930,65,1776,10673,65,1776
76,2022-01-04 20:00:00+00:00,4844952,22,1711,10652,22,1711
77,2022-01-04 21:00:00+00:00,4844994,42,1728,10629,42,1728
78,2022-01-04 22:00:00+00:00,4845015,21,1656,10578,21,1656
79,2022-01-04 23:00:00+00:00,4845083,68,1659,10570,68,1659
80,2022-01-05 00:00:00+00:00,4845123,40,1641,10547,40,1641
81,2022-01-05 01:00:00+00:00,4845182,59,1633,10600,59,1633
82,2022-01-05 02:00:00+00:00,4845242,60,1631,10634,60,1631
83,2022-01-05 03:00:00+00:00,4845280,38,1623,10627,38,1623
84,2022-01-05 04:00:00+00:00,4845318,38,1590,10674,38,1590
85,2022-01-05 05:00:00+00:00,4845377,59,1596,10766,59,1596
86,2022-01-05 06:00:00+00:00,4845452,75,1612,10755,75,1612
87,2022-01-05 07:00:00+00:00,4845524,72,1589,10735,72,1589
88,2022-01-05 08:00:00+00:00,4845590,66,1555,10699,66,1555
89,2022-01-05 09:00:00+00:00,4845659,69,1532,10707,69,1532
90,2022-01-05 10:00:00+00:00,4845726,67,1518,10709,67,1518
91,2022-01-05 11:00:00+00:00,4845819,93,1519,10706,93,1519
92,2022-01-05 12:00:00+00:00,4845887,68,1509,10704,68,1509
93,2022-01-05 13:00:00+00:00,4845947,60,1501,10675,60,1501
94,2022-01-05 14:00:00+00:00,4846036,89,1513,10691,89,1513
95,2022-01-05 15:00:00+00:00,4846098,62,1498,10682,62,1498
96,2022-01-05 16:00:00+00:00,4846174,76,1478,10691,76,1478
97,2022-01-05 17:00:00+00:00,4846271,97,1493,10710,97,1493
98,2022-01-05 18:00:00+00:00,4846352,81,1487,10722,81,1487
99,2022-01-05 19:00:00+00:00,4846420,68,1490,10727,68,1490
100,2022-01-05 20:00:00+00:00,4846493,73,1541,10740,73,1541
101,2022-01-05 21:00:00+00:00,4846556,63,1562,10737,63,1562
102,2022-01-05 22:00:00+00:00,4846614,58,1599,10721,58,1599
103,2022-01-05 23:00:00+00:00,4846685,71,1602,10718,71,1602
104,2022-01-06 00:00:00+00:00,4846742,57,1619,10711,57,1619
105,2022-01-06 01:00:00+00:00,4846796,54,1614,10712,54,1614
106,2022-01-06 02:00:00+00:00,4846841,45,1599,10686,45,1599
107,2022-01-06 03:00:00+00:00,4846903,62,1623,10689,62,1623
108,2022-01-06 04:00:00+00:00,4846955,52,1637,10667,52,1637
109,2022-01-06 05:00:00+00:00,4847009,54,1632,10639,54,1632
110,2022-01-06 06:00:00+00:00,4847059,50,1607,10617,50,1607
111,2022-01-06 07:00:00+00:00,4847128,69,1604,10621,69,1604
112,2022-01-06 08:00:00+00:00,4847196,68,1606,10636,68,1606
113,2022-01-06 09:00:00+00:00,4847273,77,1614,10642,77,1614
114,2022-01-06 10:00:00+00:00,4847358,85,1632,10649,85,1632
115,2022-01-06 11:00:00+00:00,4847441,83,1622,10657,83,1622
116,2022-01-06 12:00:00+00:00,4847518,77,1631,10672,77,1631
117,2022-01-06 13:00:00+00:00,4847589,71,1642,10689,71,1642
118,2022-01-06 14:00:00+00:00,4847662,73,1626,10696,73,1626
119,2022-01-06 15:00:00+00:00,4847707,45,1609,10677,45,1609
120,2022-01-06 16:00:00+00:00,4847797,90,1623,10705,90,1623
121,2022-01-06 17:00:00+00:00,4847887,90,1616,10714,90,1616
122,2022-01-06 18:00:00+00:00,4847957,70,1605,10714,70,1605
123,2022-01-06 19:00:00+00:00,4848018,61,1598,10708,61,1598
124,2022-01-06 20:00:00+00:00,4848071,53,1578,10693,53,1578
125,2022-01-06 21:00:00+00:00,4848120,49,1564,10694,49,1564
126,2022-01-06 22:00:00+00:00,4848197,77,1583,10704,77,1583
127,2022-01-06 23:00:00+00:00,4848244,47,1559,10702,47,1559
128,2022-01-07 00:00:00+00:00,4848282,38,1540,10710,38,1540
129,2022-01-07 01:00:00+00:00,4848328,46,1532,10713,46,1532
130,2022-01-07 02:00:00+00:00,4848380,52,1539,10720,52,1539
131,2022-01-07 03:00:00+00:00,4848432,52,1529,10728,52,1529
132,2022-01-07 04:00:00+00:00,4848492,60,1537,10728,60,1537
133,2022-01-07 05:00:00+00:00,4848559,67,1550,10732,67,1550
134,2022-01-07 06:00:00+00:00,4848610,51,1551,10733,51,1551
135,2022-01-07 07:00:00+00:00,4848679,69,1551,10723,69,1551
136,2022-01-07 08:00:00+00:00,4848776,97,1580,10749,97,1580
137,2022-01-07 09:00:00+00:00,4848844,68,1571,10746,68,1571
138,2022-01-07 10:00:00+00:00,4848932,88,1574,10763,88,1574
139,2022-01-07 11:00:00+00:00,4849003,71,1562,10753,71,1562
140,2022-01-07 12:00:00+00:00,4849066,63,1548,10739,63,1548
141,2022-01-07 13:00:00+00:00,4849133,67,1544,10751,67,1544
142,2022-01-07 14:00:00+00:00,4849202,69,1540,10752,69,1540
143,2022-01-07 15:00:00+00:00,4849278,76,1571,10767,76,1571
144,2022-01-07 16:00:00+00:00,4849332,54,1535,10773,54,1535
145,2022-01-07 17:00:00+00:00,4849398,66,1511,10777,66,1511
146,2022-01-07 18:00:00+00:00,4849451,53,1494,10771,53,1494
147,2022-01-07 19:00:00+00:00,4849500,49,1482,10783,49,1482
148,2022-01-07 20:00:00+00:00,4849554,54,1483,10813,54,1483
149,2022-01-07 21:00:00+00:00,4849597,43,1477,10819,43,1477
150,2022-01-07 22:00:00+00:00,4849637,40,1440,10809,40,1440
151,2022-01-07 23:00:00+00:00,4849680,43,1436,10815,43,1436
152,2022-01-08 00:00:00+00:00,4849715,35,1433,10816,35,1433
153,2022-01-08 01:00:00+00:00,4849756,41,1428,10822,41,1428
154,2022-01-08 02:00:00+00:00,4849795,39,1415,10820,39,1415
155,2022-01-08 03:00:00+00:00,4849832,37,1400,10818,37,1400
156,2022-01-08 04:00:00+00:00,4849905,73,1413,10830,73,1413
157,2022-01-08 05:00:00+00:00,4849975,70,1416,10845,70,1416
158,2022-01-08 06:00:00+00:00,4850029,54,1419,10857,54,1419
159,2022-01-08 07:00:00+00:00,4850100,71,1421,10876,71,1421
160,2022-01-08 08:00:00+00:00,4850154,54,1378,10845,54,1378
161,2022-01-08 09:00:00+00:00,4850208,54,1364,10845,54,1364
162,2022-01-08 10:00:00+00:00,4850281,73,1349,10855,73,1349
163,2022-01-08 11:00:00+00:00,4850357,76,1354,10879,76,1354
164,2022-01-08 12:00:00+00:00,4850434,77,1368,10892,77,1368
165,2022-01-08 13:00:00+00:00,4850508,74,1375,10905,74,1375
166,2022-01-08 14:00:00+00:00,4850581,73,1379,10923,73,1379
167,2022-01-08 15:00:00+00:00,4850650,69,1372,10965,69,1372
168,2022-01-08 16:00:00+00:00,4850743,93,1411,11005,93,1411
169,2022-01-08 17:00:00+00:00,4850820,77,1422,11007,77,1422
170,2022-01-08 18:00:00+00:00,4850885,65,1434,11000,65,1434
171,2022-01-08 19:00:00+00:00,4850865,,1365,10904,-20,1365
172,2022-01-08 20:00:00+00:00,4850903,38,1349,10878,38,1349
173,2022-01-08 21:00:00+00:00,4850959,56,1362,10876,56,1362
174,2022-01-08 22:00:00+00:00,4851027,68,1390,10889,68,1390
175,2022-01-08 23:00:00+00:00,4851078,51,1398,10895,51,1398
176,2022-01-09 00:00:00+00:00,4851136,58,1421,10899,58,1421
177,2022-01-09 01:00:00+00:00,4851197,61,1441,10911,61,1441
178,2022-01-09 02:00:00+00:00,4851264,67,1469,10896,67,1469
179,2022-01-09 03:00:00+00:00,4851328,64,1496,10903,64,1496
180,2022-01-09 04:00:00+00:00,4851387,59,1482,10898,59,1482
181,2022-01-09 05:00:00+00:00,4851494,107,1519,10927,107,1519
182,2022-01-09 06:00:00+00:00,4851550,56,1521,10949,56,1521
183,2022-01-09 07:00:00+00:00,4851638,88,1538,10991,88,1538
184,2022-01-09 08:00:00+00:00,4851707,69,1553,11016,69,1553
185,2022-01-09 09:00:00+00:00,4851765,58,1557,11021,58,1557
186,2022-01-09 10:00:00+00:00,4851822,57,1541,11009,57,1541
187,2022-01-09 11:00:00+00:00,4851883,61,1526,10989,61,1526
188,2022-01-09 12:00:00+00:00,4851852,,1418,10906,-31,1418
189,2022-01-09 13:00:00+00:00,4851909,57,1401,10917,57,1401
190,2022-01-09 14:00:00+00:00,4851971,62,1390,10925,62,1390
191,2022-01-09 15:00:00+00:00,4852026,55,1376,10919,55,1376
192,2022-01-09 16:00:00+00:00,4852094,68,1351,10910,68,1351
193,2022-01-09 17:00:00+00:00,4852171,77,1351,10905,77,1351
194,2022-01-09 18:00:00+00:00,4852257,86,1372,10905,86,1372
195,2022-01-09 19:00:00+00:00,4852339,82,1474,10926,82,1474
196,2022-01-09 20:00:00+00:00,4852401,62,1498,10911,62,1498
197,2022-01-09 21:00:00+00:00,4852477,76,1518,10914,76,1518
198,2022-01-09 22:00:00+00:00,4852545,68,1518,10928,68,1518
199,2022-01-09 23:00:00+00:00,4852617,72,1539,10938,72,1539
200,2022-01-10 00:00:00+00:00,4852677,60,1541,10946,60,1541
201,2022-01-10 01:00:00+00:00,4852683,6,1486,10905,6,1486
202,2022-01-10 02:00:00+00:00,4852704,21,1440,10858,21,1440
203,2022-01-10 03:00:00+00:00,4852762,58,1434,10853,58,1434
204,2022-01-10 04:00:00+00:00,4852825,63,1438,10885,63,1438
205,2022-01-10 05:00:00+00:00,4852896,71,1402,10871,71,1402
206,2022-01-10 06:00:00+00:00,4852980,84,1430,10863,84,1430
207,2022-01-10 07:00:00+00:00,4853086,106,1448,10894,106,1448
208,2022-01-10 08:00:00+00:00,4853177,91,1470,10894,91,1470
209,2022-01-10 09:00:00+00:00,4853271,94,1506,10893,94,1506
210,2022-01-10 10:00:00+00:00,4853371,100,1549,10895,100,1549
211,2022-01-10 11:00:00+00:00,4853458,87,1575,10884,87,1575
212,2022-01-10 12:00:00+00:00,4853523,65,1671,10882,65,1671
213,2022-01-10 13:00:00+00:00,4853559,36,1650,10862,36,1650
214,2022-01-10 14:00:00+00:00,4853634,75,1663,10872,75,1663
215,2022-01-10 15:00:00+00:00,4853708,74,1682,10847,74,1682
216,2022-01-10 16:00:00+00:00,4853786,78,1692,10854,78,1692
217,2022-01-10 17:00:00+00:00,4853836,50,1665,10828,50,1665
218,2022-01-10 18:00:00+00:00,4853930,94,1673,10840,94,1673
219,2022-01-10 19:00:00+00:00,4854029,99,1690,10875,99,1690
220,2022-01-10 20:00:00+00:00,4854111,82,1710,10870,82,1710
221,2022-01-10 21:00:00+00:00,4854197,86,1720,10931,86,1720
222,2022-01-10 22:00:00+00:00,4854296,99,1751,10937,99,1751
223,2022-01-10 23:00:00+00:00,4854376,80,1759,10952,80,1759
224,2022-01-11 00:00:00+00:00,4854432,56,1755,10950,56,1755
225,2022-01-11 01:00:00+00:00,4854486,54,1803,10937,54,1803
226,2022-01-11 02:00:00+00:00,4854533,47,1829,10922,47,1829
227,2022-01-11 03:00:00+00:00,4854575,42,1813,10918,42,1813
228,2022-01-11 04:00:00+00:00,4854658,83,1833,10930,83,1833
229,2022-01-11 05:00:00+00:00,4854731,73,1835,10950,73,1835
230,2022-01-11 06:00:00+00:00,4854809,78,1829,10969,78,1829
231,2022-01-11 07:00:00+00:00,4854892,83,1806,10957,83,1806
232,2022-01-11 08:00:00+00:00,4854995,103,1818,10960,103,1818
233,2022-01-11 09:00:00+00:00,4855077,82,1806,10950,82,1806
234,2022-01-11 10:00:00+00:00,4855138,61,1767,10930,61,1767
235,2022-01-11 11:00:00+00:00,4855236,98,1778,10936,98,1778
236,2022-01-11 12:00:00+00:00,4855321,85,1798,10943,85,1798
237,2022-01-11 13:00:00+00:00,4855388,67,1829,10942,67,1829
238,2022-01-11 14:00:00+00:00,4855460,72,1826,10937,72,1826
239,2022-01-11 15:00:00+00:00,4855535,75,1827,10935,75,1827
240,2022-01-11 16:00:00+00:00,4855620,85,1834,10924,85,1834
241,2022-01-11 17:00:00+00:00,4855706,86,1870,10928,86,1870
242,2022-01-11 18:00:00+00:00,4855771,65,1841,10906,65,1841
243,2022-01-11 19:00:00+00:00,4855840,69,1811,10910,69,1811
244,2022-01-11 20:00:00+00:00,4855908,68,1797,10956,68,1797
245,2022-01-11 21:00:00+00:00,4855982,74,1785,10988,74,1785
246,2022-01-11 22:00:00+00:00,4856048,66,1752,11033,66,1752
247,2022-01-11 23:00:00+00:00,4856140,92,1764,11057,92,1764
248,2022-01-12 00:00:00+00:00,4856202,62,1770,11079,62,1770
249,2022-01-12 01:00:00+00:00,4856248,46,1762,11066,46,1762
250,2022-01-12 02:00:00+00:00,4856294,46,1761,11052,46,1761
251,2022-01-12 03:00:00+00:00,4856366,72,1791,11086,72,1791
252,2022-01-12 04:00:00+00:00,4856432,66,1774,11114,66,1774
253,2022-01-12 05:00:00+00:00,4856502,70,1771,11125,70,1771
254,2022-01-12 06:00:00+00:00,4856582,80,1773,11130,80,1773
255,2022-01-12 07:00:00+00:00,4856660,78,1768,11136,78,1768
256,2022-01-12 08:00:00+00:00,4856742,82,1747,11152,82,1747
257,2022-01-12 09:00:00+00:00,4856833,91,1756,11174,91,1756
258,2022-01-12 10:00:00+00:00,4856924,91,1786,11198,91,1786
259,2022-01-12 11:00:00+00:00,4857016,92,1780,11197,92,1780
260,2022-01-12 12:00:00+00:00,4857094,78,1773,11207,78,1773
261,2022-01-12 13:00:00+00:00,4857153,59,1765,11206,59,1765
262,2022-01-12 14:00:00+00:00,4857223,70,1763,11187,70,1763
263,2022-01-12 15:00:00+00:00,4857309,86,1774,11211,86,1774
264,2022-01-12 16:00:00+00:00,4857387,78,1767,11213,78,1767
265,2022-01-12 17:00:00+00:00,4857448,61,1742,11177,61,1742
266,2022-01-12 18:00:00+00:00,4857522,74,1751,11170,74,1751
267,2022-01-12 19:00:00+00:00,4857597,75,1757,11177,75,1757
268,2022-01-12 20:00:00+00:00,4857671,74,1763,11178,74,1763
269,2022-01-12 21:00:00+00:00,4857730,59,1748,11174,59,1748
270,2022-01-12 22:00:00+00:00,4857777,47,1729,11163,47,1729
271,2022-01-12 23:00:00+00:00,4857828,51,1688,11143,51,1688
272,2022-01-13 00:00:00+00:00,4857876,48,1674,11134,48,1674
273,2022-01-13 01:00:00+00:00,4857935,59,1687,11139,59,1687
274,2022-01-13 02:00:00+00:00,4857973,38,1679,11132,38,1679
275,2022-01-13 03:00:00+00:00,4858046,73,1680,11143,73,1680
276,2022-01-13 04:00:00+00:00,4858105,59,1673,11150,59,1673
277,2022-01-13 05:00:00+00:00,4858175,70,1673,11166,70,1673
278,2022-01-13 06:00:00+00:00,4858239,64,1657,11180,64,1657
279,2022-01-13 07:00:00+00:00,4858314,75,1654,11186,75,1654
280,2022-01-13 08:00:00+00:00,4858412,98,1670,11216,98,1670
281,2022-01-13 09:00:00+00:00,4858514,102,1681,11241,102,1681
282,2022-01-13 10:00:00+00:00,4858623,109,1699,11265,109,1699
283,2022-01-13 11:00:00+00:00,4858705,82,1689,11264,82,1689
284,2022-01-13 12:00:00+00:00,4858772,67,1678,11254,67,1678
285,2022-01-13 13:00:00+00:00,4858851,79,1698,11262,79,1698
286,2022-01-13 14:00:00+00:00,4858936,85,1713,11274,85,1713
287,2022-01-13 15:00:00+00:00,4859011,75,1702,11304,75,1702
288,2022-01-13 16:00:00+00:00,4859054,43,1667,11257,43,1667
289,2022-01-13 17:00:00+00:00,4859152,98,1704,11265,98,1704
290,2022-01-13 18:00:00+00:00,4859226,74,1704,11269,74,1704
291,2022-01-13 19:00:00+00:00,4859292,66,1695,11274,66,1695
292,2022-01-13 20:00:00+00:00,4859339,47,1668,11268,47,1668
293,2022-01-13 21:00:00+00:00,4859406,67,1676,11286,67,1676
294,2022-01-13 22:00:00+00:00,4859447,41,1670,11250,41,1670
295,2022-01-13 23:00:00+00:00,4859484,,,,37,1656
296,2022-01-14 00:00:00+00:00,4859521,39,1645,11239,37,1645
297,2022-01-14 01:00:00+00:00,4859564,43,1629,11236,43,1629
298,2022-01-14 02:00:00+00:00,4859599,35,1626,11219,35,1626
299,2022-01-14 03:00:00+00:00,4859648,49,1602,11216,49,1602
300,2022-01-14 04:00:00+00:00,4859697,49,1592,11205,49,1592
301,2022-01-14 05:00:00+00:00,4859749,52,1574,11190,52,1574
302,2022-01-14 06:00:00+00:00,4859807,58,1568,11197,58,1568
303,2022-01-14 07:00:00+00:00,4859865,58,1551,11186,58,1551
304,2022-01-14 08:00:00+00:00,4859939,74,1527,11163,74,1527
305,2022-01-14 09:00:00+00:00,4859973,34,1459,11129,34,1459
306,2022-01-14 10:00:00+00:00,4860023,50,1400,11091,50,1400
307,2022-01-14 11:00:00+00:00,4860114,91,1409,11111,91,1409
308,2022-01-14 12:00:00+00:00,4860179,65,1407,11113,65,1407
309,2022-01-14 13:00:00+00:00,4860242,63,1391,11109,63,1391
310,2022-01-14 14:00:00+00:00,4860300,58,1364,11098,58,1364
311,2022-01-14 15:00:00+00:00,4860381,81,1370,11103,81,1370
312,2022-01-14 16:00:00+00:00,4860465,84,1411,11133,84,1411
313,2022-01-14 17:00:00+00:00,4860581,116,1429,11183,116,1429
314,2022-01-14 18:00:00+00:00,4860649,68,1423,11198,68,1423
315,2022-01-14 19:00:00+00:00,4860732,83,1440,11232,83,1440
316,2022-01-14 20:00:00+00:00,4860848,116,1509,11294,116,1509
317,2022-01-14 21:00:00+00:00,4860950,102,1544,11353,102,1544
318,2022-01-14 22:00:00+00:00,4861029,79,1582,11392,79,1582
319,2022-01-14 23:00:00+00:00,4861171,142,1689,11491,142,1687
320,2022-01-15 00:00:00+00:00,4861290,119,1769,11575,119,1769
321,2022-01-15 01:00:00+00:00,4861373,83,1809,11617,83,1809
322,2022-01-15 02:00:00+00:00,4861467,94,1868,11672,94,1868
323,2022-01-15 03:00:00+00:00,4861586,119,1938,11754,119,1938
324,2022-01-15 04:00:00+00:00,4861734,148,2037,11829,148,2037
325,2022-01-15 05:00:00+00:00,4861906,172,2157,11931,172,2157
326,2022-01-15 06:00:00+00:00,4862154,248,2347,12125,248,2347
327,2022-01-15 07:00:00+00:00,4862312,158,2447,12212,158,2447
328,2022-01-15 08:00:00+00:00,4862499,187,2560,12345,187,2560
329,2022-01-15 09:00:00+00:00,4862725,226,2752,12517,226,2752
330,2022-01-15 10:00:00+00:00,4862950,225,2927,12669,225,2927
331,2022-01-15 11:00:00+00:00,4863121,171,3007,12764,171,3007
332,2022-01-15 12:00:00+00:00,4863366,245,3187,12932,245,3187
333,2022-01-15 13:00:00+00:00,4863596,230,3354,13088,230,3354
334,2022-01-15 14:00:00+00:00,4863784,188,3484,13203,188,3484
335,2022-01-15 15:00:00+00:00,4864090,306,3709,13440,306,3709
336,2022-01-15 16:00:00+00:00,4864283,193,3818,13540,193,3818
337,2022-01-15 17:00:00+00:00,4864471,188,3890,13651,188,3890
338,2022-01-15 18:00:00+00:00,4864732,261,4083,13847,261,4083
339,2022-01-15 19:00:00+00:00,4864974,242,4242,14109,242,4242
340,2022-01-15 20:00:00+00:00,4865191,217,4343,14288,217,4343
341,2022-01-15 21:00:00+00:00,4865392,201,4442,14433,201,4442
342,2022-01-15 22:00:00+00:00,4865636,244,4607,14609,244,4607
343,2022-01-15 23:00:00+00:00,4865802,166,4631,14724,166,4631
344,2022-01-16 00:00:00+00:00,4866037,235,4747,14901,235,4747
345,2022-01-16 01:00:00+00:00,4866245,208,4872,15048,208,4872
346,2022-01-16 02:00:00+00:00,4866459,214,4992,15195,214,4992
347,2022-01-16 03:00:00+00:00,4866578,119,4992,15250,119,4992
348,2022-01-16 04:00:00+00:00,4866771,193,5037,15384,193,5037
349,2022-01-16 05:00:00+00:00,4866971,200,5065,15477,200,5065
350,2022-01-16 06:00:00+00:00,4867182,211,5028,15632,211,5028
351,2022-01-16 07:00:00+00:00,4867424,242,5112,15786,242,5112
352,2022-01-16 08:00:00+00:00,4867707,283,5208,16000,283,5208
353,2022-01-16 09:00:00+00:00,4867962,255,5237,16197,255,5237
354,2022-01-16 10:00:00+00:00,4868211,249,5261,16389,249,5261
355,2022-01-16 11:00:00+00:00,4868432,221,5311,16549,221,5311
356,2022-01-16 12:00:00+00:00,4868688,256,5322,16836,256,5322
357,2022-01-16 13:00:00+00:00,4868875,187,5279,16966,187,5279
358,2022-01-16 14:00:00+00:00,4869193,318,5409,17222,318,5409
359,2022-01-16 15:00:00+00:00,4869461,268,5371,17435,268,5371
360,2022-01-16 16:00:00+00:00,4869729,268,5446,17635,268,5446
361,2022-01-16 17:00:00+00:00,4870034,305,5563,17863,305,5563
362,2022-01-16 18:00:00+00:00,4870264,230,5532,18007,230,5532
363,2022-01-16 19:00:00+00:00,4870518,254,5544,18179,254,5544
364,2022-01-16 20:00:00+00:00,4870729,211,5538,18328,211,5538
365,2022-01-16 21:00:00+00:00,4870974,245,5582,18497,245,5582
366,2022-01-16 22:00:00+00:00,4871166,192,5530,18621,192,5530
367,2022-01-16 23:00:00+00:00,4871374,208,5572,18757,208,5572
368,2022-01-17 00:00:00+00:00,4871570,196,5533,18893,196,5533
369,2022-01-17 01:00:00+00:00,4871707,137,5462,19024,137,5462
370,2022-01-17 02:00:00+00:00,4871857,150,5398,19153,150,5398
371,2022-01-17 03:00:00+00:00,4872118,261,5540,19356,261,5540
372,2022-01-17 04:00:00+00:00,4872296,178,5525,19471,178,5525
373,2022-01-17 05:00:00+00:00,4872585,289,5614,19689,289,5614
374,2022-01-17 06:00:00+00:00,4872879,294,5697,19899,294,5697
375,2022-01-17 07:00:00+00:00,4873147,268,5723,20061,268,5723
376,2022-01-17 08:00:00+00:00,4873394,247,5687,20217,247,5687
377,2022-01-17 09:00:00+00:00,4873862,468,5900,20591,468,5900
378,2022-01-17 10:00:00+00:00,4874222,360,6011,20851,360,6011
379,2022-01-17 11:00:00+00:00,4874564,342,6132,21106,342,6132
380,2022-01-17 12:00:00+00:00,4874927,363,6239,21404,363,6239
381,2022-01-17 13:00:00+00:00,4875155,228,6280,21596,228,6280
382,2022-01-17 14:00:00+00:00,4875316,161,6123,21682,161,6123
383,2022-01-17 15:00:00+00:00,4875503,187,6042,21795,187,6042
384,2022-01-17 16:00:00+00:00,4875734,231,6005,21948,231,6005
385,2022-01-17 17:00:00+00:00,4875962,228,5928,22126,228,5928
386,2022-01-17 18:00:00+00:00,4876202,240,5938,22272,240,5938
387,2022-01-17 19:00:00+00:00,4876393,191,5875,22364,191,5875
388,2022-01-17 20:00:00+00:00,4876636,243,5907,22525,243,5907
