,created_at,total_accounts,last_hour,last_day,last_week,hourly_increment,daily_increment
2633,2022-04-21 09:00:00+00:00,5046146,125,3143,20487,125,3143
2634,2022-04-21 10:00:00+00:00,5046267,121,3127,20515,121,3127
2635,2022-04-21 11:00:00+00:00,5046401,134,3254,20568,134,3254
2636,2022-04-21 12:00:00+00:00,5046565,164,3323,20557,164,3323
2637,2022-04-21 13:00:00+00:00,5046690,125,3336,20468,125,3336
2638,2022-04-21 14:00:00+00:00,5046830,140,3310,20308,140,3310
2639,2022-04-21 15:00:00+00:00,5046945,115,3250,20057,115,3250
2640,2022-04-21 16:00:00+00:00,5047089,144,3200,19867,144,3200
2641,2022-04-21 17:00:00+00:00,5047229,140,3177,19722,140,3177
2642,2022-04-21 18:00:00+00:00,5047379,150,3210,19393,150,3210
2643,2022-04-21 19:00:00+00:00,5047490,111,3128,19226,111,3128
2644,2022-04-21 20:00:00+00:00,5047632,142,3107,19046,142,3107
2645,2022-04-21 21:00:00+00:00,5047756,124,3083,18981,124,3083
2646,2022-04-21 22:00:00+00:00,5047843,87,3049,18860,87,3049
2647,2022-04-21 23:00:00+00:00,5047925,82,3031,18756,82,3031
2648,2022-04-22 00:00:00+00:00,5047987,62,2955,18668,62,2955
2649,2022-04-22 01:00:00+00:00,5048054,67,2924,18631,67,2924
2650,2022-04-22 02:00:00+00:00,5048143,89,2897,18615,89,2897
2651,2022-04-22 03:00:00+00:00,5048211,68,2822,18578,68,2822
2652,2022-04-22 04:00:00+00:00,5048288,77,2758,18535,77,2758
2653,2022-04-22 05:00:00+00:00,5048358,70,2731,18503,70,2731
2654,2022-04-22 06:00:00+00:00,5048431,73,2687,18460,73,2687
2655,2022-04-22 07:00:00+00:00,5048536,105,2662,18437,105,2662
2656,2022-04-22 08:00:00+00:00,5048630,94,2609,18356,94,2609
2657,2022-04-22 09:00:00+00:00,5048732,102,2586,18254,102,2586
2658,2022-04-22 10:00:00+00:00,5048830,98,2563,18156,98,2563
2659,2022-04-22 11:00:00+00:00,5048941,111,2540,18083,111,2540
2660,2022-04-22 12:00:00+00:00,5049080,139,2515,18067,139,2515
2661,2022-04-22 13:00:00+00:00,5049179,99,2489,18026,99,2489
2662,2022-04-22 14:00:00+00:00,5049258,79,2428,17999,79,2428
2663,2022-04-22 15:00:00+00:00,5049380,122,2435,17923,122,2435
2664,2022-04-22 16:00:00+00:00,5049492,112,2403,17862,112,2403
2665,2022-04-22 17:00:00+00:00,5049615,123,2386,17810,123,2386
2666,2022-04-22 18:00:00+00:00,5049700,85,2321,17740,85,2321
2667,2022-04-22 19:00:00+00:00,5049791,91,2301,17685,91,2301
2668,2022-04-22 20:00:00+00:00,5049861,70,2229,17624,70,2229
2669,2022-04-22 21:00:00+00:00,5049927,66,2171,17575,66,2171
2670,2022-04-22 22:00:00+00:00,5050001,74,2158,17522,74,2158
2671,2022-04-22 23:00:00+00:00,5050077,76,2152,17521,76,2152
2672,2022-04-23 00:00:00+00:00,5050135,58,2148,17514,58,2148
2673,2022-04-23 01:00:00+00:00,5050221,86,2167,17547,86,2167
2674,2022-04-23 02:00:00+00:00,5050306,85,2163,17558,85,2163
2675,2022-04-23 03:00:00+00:00,5050391,85,2180,17595,85,2180
2676,2022-04-23 04:00:00+00:00,5050458,67,2170,17603,67,2170
2677,2022-04-23 05:00:00+00:00,5050514,56,2156,17591,56,2156
2678,2022-04-23 06:00:00+00:00,5050582,68,2151,17580,68,2151
2679,2022-04-23 07:00:00+00:00,5050709,127,2173,17617,127,2173
2680,2022-04-23 08:00:00+00:00,5050813,104,2183,17637,104,2183
2681,2022-04-23 09:00:00+00:00,5050942,129,2210,17649,129,2210
2682,2022-04-23 10:00:00+00:00,5051049,107,2219,17654,107,2219
2683,2022-04-23 11:00:00+00:00,5051125,76,2184,17640,76,2184
2684,2022-04-23 12:00:00+00:00,5051231,106,2151,17653,106,2151
2685,2022-04-23 13:00:00+00:00,5051323,92,2144,17634,92,2144
2686,2022-04-23 14:00:00+00:00,5051431,108,2173,17633,108,2173
2687,2022-04-23 15:00:00+00:00,5051519,88,2139,17629,88,2139
2688,2022-04-23 16:00:00+00:00,5051626,107,2134,17615,107,2134
2689,2022-04-23 17:00:00+00:00,5051705,79,2090,17596,79,2090
2690,2022-04-23 18:00:00+00:00,5051781,76,2081,17583,76,2081
2691,2022-04-23 19:00:00+00:00,5051858,77,2067,17476,77,2067
2692,2022-04-23 20:00:00+00:00,5051919,61,2058,17413,61,2058
2693,2022-04-23 21:00:00+00:00,5051982,63,2055,17292,63,2055
2694,2022-04-23 22:00:00+00:00,5052047,65,2046,17208,65,2046
2695,2022-04-23 23:00:00+00:00,5052112,65,2035,17167,65,2035
2696,2022-04-24 00:00:00+00:00,5052169,57,2034,17149,57,2034
2697,2022-04-24 01:00:00+00:00,5052210,41,1989,17143,41,1989
2698,2022-04-24 02:00:00+00:00,5052270,60,1964,17147,60,1964
2699,2022-04-24 03:00:00+00:00,5052326,56,1935,17132,56,1935
2700,2022-04-24 04:00:00+00:00,5052398,72,1940,17120,72,1940
2701,2022-04-24 05:00:00+00:00,5052454,56,1940,17095,56,1940
2702,2022-04-24 06:00:00+00:00,5052551,97,1969,17039,97,1969
2703,2022-04-24 07:00:00+00:00,5052644,93,1935,16949,93,1935
2704,2022-04-24 08:00:00+00:00,5052730,86,1917,16912,86,1917
2705,2022-04-24 09:00:00+00:00,5052834,104,1892,16879,104,1892
2706,2022-04-24 10:00:00+00:00,5052923,89,1874,16832,89,1874
2707,2022-04-24 11:00:00+00:00,5053016,93,1891,16807,93,1891
2708,2022-04-24 12:00:00+00:00,5053111,95,1880,16781,95,1880
2709,2022-04-24 13:00:00+00:00,5053197,86,1874,16782,86,1874
2710,2022-04-24 14:00:00+00:00,5053288,91,1857,16783,91,1857
2711,2022-04-24 15:00:00+00:00,5053371,83,1852,16758,83,1852
2712,2022-04-24 16:00:00+00:00,5053476,105,1850,16762,105,1850
2713,2022-04-24 17:00:00+00:00,5053573,97,1868,16747,97,1868
2714,2022-04-24 18:00:00+00:00,5053656,83,1875,16675,83,1875
2715,2022-04-24 19:00:00+00:00,5053743,87,1885,16676,87,1885
2716,2022-04-24 20:00:00+00:00,5053840,97,1921,16704,97,1921
2717,2022-04-24 21:00:00+00:00,5053952,112,1970,16746,112,1970
2718,2022-04-24 22:00:00+00:00,5054066,114,2019,16805,114,2019
2719,2022-04-24 23:00:00+00:00,5054154,88,2042,16823,88,2042
2720,2022-04-25 00:00:00+00:00,5054254,100,2085,16863,100,2085
2721,2022-04-25 01:00:00+00:00,5054342,88,2132,16900,88,2132
2722,2022-04-25 02:00:00+00:00,5054436,94,2166,16944,94,2166
2723,2022-04-25 03:00:00+00:00,5054521,85,2195,16968,85,2195
2724,2022-04-25 04:00:00+00:00,5054639,118,2241,17005,118,2241
2725,2022-04-25 05:00:00+00:00,5054763,124,2309,17049,124,2309
2726,2022-04-25 06:00:00+00:00,5054873,110,2322,17071,110,2322
2727,2022-04-25 07:00:00+00:00,5054981,108,2337,17097,108,2337
2728,2022-04-25 08:00:00+00:00,5055099,118,2369,17125,118,2369
2729,2022-04-25 09:00:00+00:00,5055120,21,2286,17023,21,2286
2730,2022-04-25 10:00:00+00:00,5055273,153,2350,17065,153,2350
2731,2022-04-25 11:00:00+00:00,5055443,170,2427,17140,170,2427
2732,2022-04-25 12:00:00+00:00,5055595,152,2484,17176,152,2484
2733,2022-04-25 13:00:00+00:00,5056056,461,2859,17554,461,2859
2734,2022-04-25 14:00:00+00:00,5056964,908,3676,18354,908,3676
2735,2022-04-25 15:00:00+00:00,5057832,868,4461,19113,868,4461
2736,2022-04-25 16:00:00+00:00,5058833,1001,5357,19990,1001,5357
2737,2022-04-25 17:00:00+00:00,5060052,1219,6479,21052,1219,6479
2738,2022-04-25 18:00:00+00:00,5061246,1194,7590,22125,1194,7590
2739,2022-04-25 19:00:00+00:00,5062337,1091,8594,23093,1091,8594
2740,2022-04-25 20:00:00+00:00,5064021,1684,10181,24700,1684,10181
2741,2022-04-25 21:00:00+00:00,5066141,2120,12189,26715,2120,12189
2742,2022-04-25 22:00:00+00:00,5068657,2516,14591,29141,2516,14591
2743,2022-04-25 23:00:00+00:00,5070314,1657,16160,30890,1657,16160
2744,2022-04-26 00:00:00+00:00,5071602,1288,17348,31901,1288,17348
2745,2022-04-26 01:00:00+00:00,5072600,998,18258,32819,998,18258
2746,2022-04-26 02:00:00+00:00,5073330,730,18894,33468,730,18894
2747,2022-04-26 03:00:00+00:00,5073979,649,19458,34030,649,19458
2748,2022-04-26 04:00:00+00:00,5074453,474,19814,34379,474,19814
2749,2022-04-26 05:00:00+00:00,5074920,467,20157,34751,467,20157
2750,2022-04-26 06:00:00+00:00,5075494,574,20621,35208,574,20621
2751,2022-04-26 07:00:00+00:00,5076242,748,21261,35873,748,21261
2752,2022-04-26 08:00:00+00:00,5077047,805,21948,36558,805,21948
2753,2022-04-26 09:00:00+00:00,5077770,723,22650,37141,723,22650
2754,2022-04-26 10:00:00+00:00,5078665,895,23392,37912,895,23392
2755,2022-04-26 11:00:00+00:00,5079593,928,24150,38713,928,24150
2756,2022-04-26 12:00:00+00:00,5080385,792,24790,39383,792,24790
2757,2022-04-26 13:00:00+00:00,5081235,850,25179,40129,850,25179
2758,2022-04-26 14:00:00+00:00,5082178,943,25214,40999,943,25214
2759,2022-04-26 15:00:00+00:00,5083172,994,25340,41899,994,25340
2760,2022-04-26 16:00:00+00:00,5084196,1024,25363,42808,1024,25363
2761,2022-04-26 17:00:00+00:00,5085023,827,24971,43517,827,24971
2762,2022-04-26 18:00:00+00:00,5086287,1264,25041,44694,1264,25041
2763,2022-04-26 19:00:00+00:00,5087639,1352,25302,45947,1352,25302
2764,2022-04-26 20:00:00+00:00,5088988,1349,24967,47217,1349,24967
2765,2022-04-26 21:00:00+00:00,5090107,1119,23966,48243,1119,23966
2766,2022-04-26 22:00:00+00:00,5090917,810,22260,48928,810,22260
2767,2022-04-26 23:00:00+00:00,5091629,712,21315,49565,712,21315
2768,2022-04-27 00:00:00+00:00,5092100,471,20498,49962,471,20498
2769,2022-04-27 01:00:00+00:00,5092501,401,19901,50271,401,19901
2770,2022-04-27 02:00:00+00:00,5092867,366,19537,50552,366,19537
2771,2022-04-27 03:00:00+00:00,5093257,390,19278,50846,390,19278
2772,2022-04-27 04:00:00+00:00,5093755,498,19302,51258,498,19302
2773,2022-04-27 05:00:00+00:00,5094228,473,19308,51657,473,19308
2774,2022-04-27 06:00:00+00:00,5094809,581,19315,52145,581,19315
2775,2022-04-27 07:00:00+00:00,5095579,770,19337,52800,770,19337
2776,2022-04-27 08:00:00+00:00,5096347,768,19300,53455,768,19300
2777,2022-04-27 09:00:00+00:00,5097150,803,19380,54147,803,19380
2778,2022-04-27 10:00:00+00:00,5097922,772,19257,54782,772,19257
2779,2022-04-27 11:00:00+00:00,5098597,675,19004,55450,675,19004
2780,2022-04-27 12:00:00+00:00,5099417,820,19032,56175,820,19032
2781,2022-04-27 13:00:00+00:00,5100238,821,19003,56884,821,19003
2782,2022-04-27 14:00:00+00:00,5101115,877,18937,57595,877,18937
2783,2022-04-27 15:00:00+00:00,5101967,852,18795,58272,852,18795
2784,2022-04-27 16:00:00+00:00,5102633,666,18437,58744,666,18437
2785,2022-04-27 17:00:00+00:00,5103360,727,18337,59308,727,18337
2786,2022-04-27 18:00:00+00:00,5104167,807,17880,59998,807,17880
2787,2022-04-27 19:00:00+00:00,5105011,844,17372,60649,844,17372
2788,2022-04-27 20:00:00+00:00,5105832,821,16844,61307,821,16844
2789,2022-04-27 21:00:00+00:00,5106613,781,16506,61940,781,16506
2790,2022-04-27 22:00:00+00:00,5107409,796,16492,62615,796,16492
2791,2022-04-27 23:00:00+00:00,5107968,559,16339,63074,559,16339
2792,2022-04-28 00:00:00+00:00,5108391,423,16291,63359,423,16291
2793,2022-04-28 01:00:00+00:00,5108766,375,16265,63636,375,16265
2794,2022-04-28 02:00:00+00:00,5109054,288,16187,63808,288,16187
2795,2022-04-28 03:00:00+00:00,5109343,289,16086,63954,289,16086
2796,2022-04-28 04:00:00+00:00,5109636,293,15881,64106,293,15881
2797,2022-04-28 05:00:00+00:00,5109957,321,15729,64330,321,15729
2798,2022-04-28 06:00:00+00:00,5110481,524,15672,64737,524,15672
2799,2022-04-28 07:00:00+00:00,5111436,955,15857,65562,955,15857
2800,2022-04-28 08:00:00+00:00,5112847,1411,16500,66826,1411,16500
2801,2022-04-28 09:00:00+00:00,5114455,1608,17305,68309,1608,17305
2802,2022-04-28 10:00:00+00:00,5115948,1493,18026,69681,1493,18026
2803,2022-04-28 11:00:00+00:00,5117482,1534,18885,71081,1534,18885
2804,2022-04-28 12:00:00+00:00,5118746,1264,19329,72181,1264,19329
2805,2022-04-28 13:00:00+00:00,5119854,1108,19616,73164,1108,19616
2806,2022-04-28 14:00:00+00:00,5121032,1178,19917,74202,1178,19917
2807,2022-04-28 15:00:00+00:00,5122204,1172,20237,75259,1172,20237
2808,2022-04-28 16:00:00+00:00,5123385,1181,20752,76296,1181,20752
2809,2022-04-28 17:00:00+00:00,5124253,868,20893,77024,868,20893
2810,2022-04-28 18:00:00+00:00,5125231,978,21064,77852,978,21064
2811,2022-04-28 19:00:00+00:00,5125895,664,20884,78405,664,20884
2812,2022-04-28 20:00:00+00:00,5126630,735,20798,78998,735,20798
2813,2022-04-28 21:00:00+00:00,5127346,716,20733,79590,716,20733
2814,2022-04-28 22:00:00+00:00,5127866,520,20457,80023,520,20457
2815,2022-04-28 23:00:00+00:00,5128229,363,20261,80304,363,20261
2816,2022-04-29 00:00:00+00:00,5128520,291,20129,80533,291,20129
2817,2022-04-29 01:00:00+00:00,5128876,356,20110,80822,356,20110
2818,2022-04-29 02:00:00+00:00,5129411,535,20357,81268,535,20357
2819,2022-04-29 03:00:00+00:00,5129965,554,20622,81754,554,20622
2820,2022-04-29 04:00:00+00:00,5130589,624,20953,82301,624,20953
2821,2022-04-29 05:00:00+00:00,5131170,581,21213,82812,581,21213
2822,2022-04-29 06:00:00+00:00,5131791,621,21310,83360,621,21310
2823,2022-04-29 07:00:00+00:00,5132425,634,20989,83889,634,20989
2824,2022-04-29 08:00:00+00:00,5133113,688,20266,84483,688,20266
2825,2022-04-29 09:00:00+00:00,5133789,676,19334,85057,676,19334
2826,2022-04-29 10:00:00+00:00,5134464,675,18516,85634,675,18516
2827,2022-04-29 11:00:00+00:00,5135129,665,17647,86188,665,17647
2828,2022-04-29 12:00:00+00:00,5135684,555,16938,86604,555,16938
2829,2022-04-29 13:00:00+00:00,5136328,644,16474,87149,644,16474
2830,2022-04-29 14:00:00+00:00,5136913,585,15881,87655,585,15881
2831,2022-04-29 15:00:00+00:00,5137476,563,15272,88096,563,15272
2832,2022-04-29 16:00:00+00:00,5137851,375,14466,88359,375,14466
2833,2022-04-29 17:00:00+00:00,5138482,631,14229,88867,631,14229
2834,2022-04-29 18:00:00+00:00,5139086,604,13855,89386,604,13855
2835,2022-04-29 19:00:00+00:00,5139777,691,13882,89986,691,13882
2836,2022-04-29 20:00:00+00:00,5140054,277,13424,90193,277,13424
2837,2022-04-29 21:00:00+00:00,5140301,247,12955,90374,247,12955
2838,2022-04-29 22:00:00+00:00,5140586,285,12720,90585,285,12720
2839,2022-04-29 23:00:00+00:00,5140818,,,,232,12589
2840,2022-04-30 00:00:00+00:00,5141051,257,12531,90916,233,12531
2841,2022-04-30 01:00:00+00:00,5141235,184,12359,91014,184,12359
2842,2022-04-30 02:00:00+00:00,5141468,233,12057,91162,233,12057
2843,2022-04-30 03:00:00+00:00,5141770,302,11805,91379,302,11805
2844,2022-04-30 04:00:00+00:00,5141971,201,11382,91513,201,11382
2845,2022-04-30 05:00:00+00:00,5142199,228,11029,91685,228,11029
2846,2022-04-30 06:00:00+00:00,5142571,372,10780,91989,372,10780
2847,2022-04-30 07:00:00+00:00,5143000,429,10575,92291,429,10575
2848,2022-04-30 08:00:00+00:00,5143377,377,10264,92564,377,10264
2849,2022-04-30 09:00:00+00:00,5143812,435,10023,92870,435,10023
2850,2022-04-30 10:00:00+00:00,5144083,271,9619,93034,271,9619
2851,2022-04-30 11:00:00+00:00,5144491,408,9362,93366,408,9362
2852,2022-04-30 12:00:00+00:00,5144984,493,9300,93753,493,9300
2853,2022-04-30 13:00:00+00:00,5145457,473,9129,94134,473,9129
2854,2022-04-30 14:00:00+00:00,5145855,398,8942,94424,398,8942
2855,2022-04-30 15:00:00+00:00,5146256,401,8780,94737,401,8780
2856,2022-04-30 16:00:00+00:00,5146653,397,8802,95027,397,8802
2857,2022-04-30 17:00:00+00:00,5147067,414,8585,95362,414,8585
2858,2022-04-30 18:00:00+00:00,5147434,367,8348,95653,367,8348
2859,2022-04-30 19:00:00+00:00,5147699,265,7922,95841,265,7922
2860,2022-04-30 20:00:00+00:00,5147891,192,7837,95972,192,7837
2861,2022-04-30 21:00:00+00:00,5148177,286,7876,96195,286,7876
2862,2022-04-30 22:00:00+00:00,5148382,205,7796,96335,205,7796
2863,2022-04-30 23:00:00+00:00,5148569,187,7775,96457,187,7751
2864,2022-05-01 00:00:00+00:00,5148716,147,7665,96547,147,7665
2865,2022-05-01 01:00:00+00:00,5148861,145,7626,96651,145,7626
2866,2022-05-01 02:00:00+00:00,5149052,191,7584,96782,191,7584
2867,2022-05-01 03:00:00+00:00,5149225,173,7455,96899,173,7455
2868,2022-05-01 04:00:00+00:00,5149421,196,7450,97023,196,7450
2869,2022-05-01 05:00:00+00:00,5149591,170,7392,97137,170,7392
2870,2022-05-01 06:00:00+00:00,5149780,189,7209,97229,189,7209
2871,2022-05-01 07:00:00+00:00,5150018,238,7018,97374,238,7018
2872,2022-05-01 08:00:00+00:00,5150301,283,6924,97571,283,6924
2873,2022-05-01 09:00:00+00:00,5150603,302,6791,97769,302,6791
2874,2022-05-01 10:00:00+00:00,5150928,325,6845,98005,325,6845
2875,2022-05-01 11:00:00+00:00,5151279,351,6788,98263,351,6788
2876,2022-05-01 12:00:00+00:00,5151568,289,6584,98457,289,6584
2877,2022-05-01 13:00:00+00:00,5151835,267,6378,98638,267,6378
2878,2022-05-01 14:00:00+00:00,5152115,280,6260,98827,280,6260
2879,2022-05-01 15:00:00+00:00,5152408,293,6152,99037,293,6152
2880,2022-05-01 16:00:00+00:00,5152708,300,6055,99232,300,6055
2881,2022-05-01 17:00:00+00:00,5153054,346,5987,99481,346,5987
2882,2022-05-01 18:00:00+00:00,5153280,226,5846,99624,226,5846
2883,2022-05-01 19:00:00+00:00,5153606,326,5907,99863,326,5907
2884,2022-05-01 20:00:00+00:00,5153823,217,5932,99983,217,5932
2885,2022-05-01 21:00:00+00:00,5154042,219,5865,100090,219,5865
2886,2022-05-01 22:00:00+00:00,5154144,102,5762,100078,102,5762
2887,2022-05-01 23:00:00+00:00,5154311,167,5742,100157,167,5742
2888,2022-05-02 00:00:00+00:00,5154470,159,5754,100216,159,5754
2889,2022-05-02 01:00:00+00:00,5154579,109,5718,100237,109,5718
2890,2022-05-02 02:00:00+00:00,5154687,108,5635,100251,108,5635
2891,2022-05-02 03:00:00+00:00,5154871,184,5646,100350,184,5646
2892,2022-05-02 04:00:00+00:00,5155094,223,5673,100455,223,5673
2893,2022-05-02 05:00:00+00:00,5154504,,4913,99741,-590,4913
2894,2022-05-02 06:00:00+00:00,5155528,1024,5748,100655,1024,5748
2895,2022-05-02 07:00:00+00:00,5155776,248,5758,100795,248,5758
2896,2022-05-02 08:00:00+00:00,5156042,266,5741,100943,266,5741
2897,2022-05-02 09:00:00+00:00,5156285,243,5682,101165,243,5682
2898,2022-05-02 10:00:00+00:00,5156548,263,5620,101275,263,5620
2899,2022-05-02 11:00:00+00:00,5156823,275,5544,101380,275,5544
2900,2022-05-02 12:00:00+00:00,5157054,231,5486,101459,231,5486
2901,2022-05-02 13:00:00+00:00,5157328,274,5493,101272,274,5493
2902,2022-05-02 14:00:00+00:00,5157549,221,5434,100585,221,5434
2903,2022-05-02 15:00:00+00:00,5157802,253,5394,99970,253,5394
2904,2022-05-02 16:00:00+00:00,5158041,239,5333,99208,239,5333
2905,2022-05-02 17:00:00+00:00,5158276,235,5222,98224,235,5222
2906,2022-05-02 18:00:00+00:00,5158486,210,5206,97240,210,5206
2907,2022-05-02 19:00:00+00:00,5158647,161,5041,96310,161,5041
2908,2022-05-02 20:00:00+00:00,5158824,177,5001,94803,177,5001
2909,2022-05-02 21:00:00+00:00,5158992,168,4950,92851,168,4950
2910,2022-05-02 22:00:00+00:00,5159105,113,4961,90448,113,4961
2911,2022-05-02 23:00:00+00:00,5159209,104,4898,88895,104,4898
2912,2022-05-03 00:00:00+00:00,5159291,82,4821,87689,82,4821
2913,2022-05-03 01:00:00+00:00,5159369,78,4790,86769,78,4790
2914,2022-05-03 02:00:00+00:00,5159458,89,4771,86128,89,4771
2915,2022-05-03 03:00:00+00:00,5159557,99,4686,85578,99,4686
2916,2022-05-03 04:00:00+00:00,5159652,95,4558,85199,95,4558
2917,2022-05-03 05:00:00+00:00,5159689,37,5185,84769,37,5185
2918,2022-05-03 06:00:00+00:00,5159827,138,4299,84333,138,4299
2919,2022-05-03 07:00:00+00:00,5159836,9,4060,83594,9,4060
2920,2022-05-03 08:00:00+00:00,5159906,70,3864,82859,70,3864
2921,2022-05-03 09:00:00+00:00,5160114,208,3829,82344,208,3829
2922,2022-05-03 10:00:00+00:00,5160305,191,3757,81640,191,3757
2923,2022-05-03 11:00:00+00:00,5160458,153,3635,80865,153,3635
2924,2022-05-03 12:00:00+00:00,5160646,188,3592,80261,188,3592
2925,2022-05-03 13:00:00+00:00,5160789,143,3461,79554,143,3461
2926,2022-05-03 14:00:00+00:00,5160984,195,3435,78806,195,3435
2927,2022-05-03 15:00:00+00:00,5161169,185,3367,77997,185,3367
2928,2022-05-03 16:00:00+00:00,5161352,183,3311,77156,183,3311
2929,2022-05-03 17:00:00+00:00,5161492,140,3216,76469,140,3216
2930,2022-05-03 18:00:00+00:00,5161687,195,3201,75400,195,3201
2931,2022-05-03 19:00:00+00:00,5161835,148,3188,74196,148,3188
2932,2022-05-03 20:00:00+00:00,5161958,123,3134,72970,123,3134
2933,2022-05-03 21:00:00+00:00,5162090,132,3098,71983,132,3098
2934,2022-05-03 22:00:00+00:00,5162200,110,3095,71283,110,3095
2935,2022-05-03 23:00:00+00:00,5162285,85,3076,70656,85,3076
2936,2022-05-04 00:00:00+00:00,5162397,112,3106,70297,112,3106
2937,2022-05-04 01:00:00+00:00,5162482,85,3113,69981,85,3113
2938,2022-05-04 02:00:00+00:00,5162575,93,3117,69708,93,3117
2939,2022-05-04 03:00:00+00:00,5162737,162,3180,69480,162,3180
2940,2022-05-04 04:00:00+00:00,5162911,174,3259,69156,174,3259
2941,2022-05-04 05:00:00+00:00,5163116,205,3427,68888,205,3427
2942,2022-05-04 06:00:00+00:00,5163136,20,3309,68327,20,3309
2943,2022-05-04 07:00:00+00:00,5163313,177,3477,67734,177,3477
2944,2022-05-04 08:00:00+00:00,5163537,224,3631,67190,224,3631
2945,2022-05-04 09:00:00+00:00,5163778,241,3664,66628,241,3664
2946,2022-05-04 10:00:00+00:00,5164002,224,3697,66080,224,3697
2947,2022-05-04 11:00:00+00:00,5164203,201,3745,65606,201,3745
2948,2022-05-04 12:00:00+00:00,5164389,186,3743,64972,186,3743
2949,2022-05-04 13:00:00+00:00,5164540,151,3751,64302,151,3751
2950,2022-05-04 14:00:00+00:00,5164737,197,3753,63622,197,3753
2951,2022-05-04 15:00:00+00:00,5164889,152,3720,62922,152,3720
2952,2022-05-04 16:00:00+00:00,5165068,179,3716,62435,179,3716
2953,2022-05-04 17:00:00+00:00,5165279,211,3787,61919,211,3787
2954,2022-05-04 18:00:00+00:00,5165420,141,3733,61253,141,3733
2955,2022-05-04 19:00:00+00:00,5165540,120,3705,60529,120,3705
2956,2022-05-04 20:00:00+00:00,5165563,23,3605,59731,23,3605
2957,2022-05-04 21:00:00+00:00,5165681,118,3591,59068,118,3591
2958,2022-05-04 22:00:00+00:00,5165735,54,3535,58326,54,3535
2959,2022-05-04 23:00:00+00:00,5165796,61,3511,57828,61,3511
2960,2022-05-05 00:00:00+00:00,5166307,511,3910,57916,511,3910
2961,2022-05-05 01:00:00+00:00,5166377,70,3895,57611,70,3895
2962,2022-05-05 02:00:00+00:00,5166468,91,3893,57414,91,3893
2963,2022-05-05 03:00:00+00:00,5166613,145,3876,57270,145,3876
2964,2022-05-05 04:00:00+00:00,5166727,114,3816,57091,114,3816
2965,2022-05-05 05:00:00+00:00,5166845,118,3729,56888,118,3729
2966,2022-05-05 06:00:00+00:00,5166993,148,3857,56512,148,3857
2967,2022-05-05 07:00:00+00:00,5167172,179,3859,55736,179,3859
2968,2022-05-05 08:00:00+00:00,5167391,219,3854,54544,219,3854
2969,2022-05-05 09:00:00+00:00,5167575,184,3797,53120,184,3797
2970,2022-05-05 10:00:00+00:00,5167737,162,3735,51789,162,3735
2971,2022-05-05 11:00:00+00:00,5167880,143,3677,50398,143,3677
2972,2022-05-05 12:00:00+00:00,5168051,171,3662,49305,171,3662
2973,2022-05-05 13:00:00+00:00,5168190,139,3650,48336,139,3650
2974,2022-05-05 14:00:00+00:00,5168318,128,3581,47286,128,3581
2975,2022-05-05 15:00:00+00:00,5168451,133,3562,46247,133,3562
2976,2022-05-05 16:00:00+00:00,5168585,134,3517,45200,134,3517
2977,2022-05-05 17:00:00+00:00,5168731,146,3452,44478,146,3452
2978,2022-05-05 18:00:00+00:00,5168840,109,3420,43609,109,3420
2979,2022-05-05 19:00:00+00:00,5168955,115,3415,43060,115,3415
2980,2022-05-05 20:00:00+00:00,5169057,102,3494,42427,102,3494
2981,2022-05-05 21:00:00+00:00,5169162,105,3481,41816,105,3481
2982,2022-05-05 22:00:00+00:00,5169265,103,3530,41399,103,3530
2983,2022-05-05 23:00:00+00:00,5169333,68,3537,41104,68,3537
2984,2022-05-06 00:00:00+00:00,5169403,70,3096,40883,70,3096
2985,2022-05-06 01:00:00+00:00,5169461,58,3084,40585,58,3084
2986,2022-05-06 02:00:00+00:00,5169487,26,3019,40076,26,3019
2987,2022-05-06 03:00:00+00:00,5169572,85,2959,39607,85,2959
2988,2022-05-06 04:00:00+00:00,5169668,96,2941,39079,96,2941
2989,2022-05-06 05:00:00+00:00,5169791,123,2946,38621,123,2946
2990,2022-05-06 06:00:00+00:00,5169894,103,2901,38103,103,2901
2991,2022-05-06 07:00:00+00:00,5170021,127,2849,37596,127,2849
2992,2022-05-06 08:00:00+00:00,5170170,149,2779,37057,149,2779
2993,2022-05-06 09:00:00+00:00,5170329,159,2754,36540,159,2754
2994,2022-05-06 10:00:00+00:00,5170456,127,2719,35992,127,2719
2995,2022-05-06 11:00:00+00:00,5170599,143,2719,35470,143,2719
2996,2022-05-06 12:00:00+00:00,5170646,47,2595,34962,47,2595
2997,2022-05-06 13:00:00+00:00,5170761,115,2571,34433,115,2571
2998,2022-05-06 14:00:00+00:00,5170898,137,2580,33985,137,2580
2999,2022-05-06 15:00:00+00:00,5171009,111,2558,33533,111,2558
3000,2022-05-06 16:00:00+00:00,5171155,146,2570,33304,146,2570
3001,2022-05-06 17:00:00+00:00,5171358,203,2627,32876,203,2627
3002,2022-05-06 18:00:00+00:00,5171471,113,2631,32385,113,2631
3003,2022-05-06 19:00:00+00:00,5171565,94,2610,31788,94,2610
3004,2022-05-06 20:00:00+00:00,5171669,104,2612,31615,104,2612
3005,2022-05-06 21:00:00+00:00,5171768,99,2606,31467,99,2606
3006,2022-05-06 22:00:00+00:00,5171846,78,2581,31260,78,2581
3007,2022-05-06 23:00:00+00:00,5171918,72,2585,31124,72,2585
3008,2022-05-07 00:00:00+00:00,5171983,65,2580,30932,65,2580
